label,sms
ham,pls send me a comprehensive mail about   im paying when   how much
ham,youre right     now that   think about it
spam,urgent your mobile no  was   a  bonus caller prize on  this is our nd attempt to contact you call  boxqu
ham,you busy or can   come   at some point   figure   what were doing tomorrow
ham,  av a   number   wil u only use this oneta
ham,good morning im suffering from fever   dysentry will not be able to come to   today
ham,my friend just got     says hes upping his order   a few grams hes got  ltgt  when can you get  
ham,im so in love with you im excited each day   spend with you you make me so happy
ham,no my mum went  dentist
ham,we made it eta at taunton is  as planned hope thats still okday good to see you xx
spam,ou are guaranteed the   nokia phone a gb   mp   or a  prize txt word collect to no  ibhltd ldnwh pmtmsgrcvd
ham,im in chennai velachery
ham,thanks for yesterday sir you   been wonderful hope you enjoyed the burial mojibiola
ham,whatever juliana do whatever you want
ham,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it   finally kerala version if one can do it stop him doing it if none can do it make a strike against it 
ham,what     how   miles
ham,aight     be there    at the   probably closer to  are jay   tyler down or   we just do two trips
spam,  round  the highest bid is now  next maximum bid is  to bid send bids e g  to bid  to  good luck
ham,jus ans me lar ull noe later
ham,my sister cleared two round in birla soft yesterday
ham,love isnt a decision its a   if we could decide   to love then life would be much simpler but then less magical
ham,he also knows about lunch menu only da    know
ham,  now electricity just went   fml
ham,no im good for the movie is it ok if   leave in an hourish
ham,  very inconvenient for your   a not huh
ham,  had askd u a question some hours before its answer
ham,shit babe thasa   messed upyeh
ham,ok c u then
ham,does   plus   appeal tomo  is a fr thriller   director   like on at mac at 
ham,get me   of this dump heap my mom decided to come to lowes boring
ham,just checked   heading   to drop off my stuff now
ham,hi its kate how is your evening   hope   can see you tomorrow for a   but     to   babyjontet txt back if u can  xxx
ham,    like   was wrong   one of the kappa guys   is still on my phone if you want   can text him   see if hes around
ham,im in a   call me later at
ham,there are no other charges after transfer charges   you can withdraw anyhow you like
ham,thats very rude you on campus
ham,you tell what happen dont behave like this to me ok no   to say
ham,lol u still   sick
ham,  attended but nothing is there
ham,or   me in a few hrs
ham,  not busy juz   wan  go so early   
spam,we   to contact you re our offer of   video phone  anytime any network mins half price rental camcorder call  or reply for delivery wed
ham,  will treasure every moment we spend together
ham,please da call me any mistake from my side sorry da pls da goto doctor
ham,how to make a girl happy its not at all difficult to make girls happy u only   to be  a friend  companion  lover  chef     ltgt  good listener  ltgt  organizer  ltgt  good boyfriend  ltgt  very clean  ltgt  sympathetic  ltgt  athletic  ltgt  warm     ltgt  courageous  ltgt  determined  ltgt  true  ltgt  dependable  ltgt  intelligent     ltgt  psychologist  ltgt  pest exterminator  ltgt  psychiatrist  ltgt  healer    ltgt  stylist  ltgt  driver   aaniye pudunga venaam
ham,  you finally get to sink into that bath after     put you through your paces maybe even having you eat me for a while before   left  but also   the feel of that cage on your cock surrounded   the bath water reminding you always   owns you  enjoy my cuck
ham,sorry to trouble u again can buy d for my dad again    all  big  small sat n sun thanx
ham,glad to see your reply
spam,money you r a   winner   claim your prize text money   over million to give away  pptxnormal text rate box wtjy
ham,headin towards busetop
ham,in xam hall boy asked girl tell me the starting term for dis answer   can den manage on my own after lot of hesitation n lookin around silently she said the intha ponnungale ipaditan
ham,hi princess thank you for the pics you are very   how are you
ham,  want kfc its tuesday only buy  meals only  no gravy only  mark 
ham,im   soz imat my mums nite what about moro 
ham,hows the street where the end of library walk is
ham,you unbelievable faglord
ham,is that seriously how you   his name
ham,hi dude hw r u da   mising u today
ham,  u miss someone
ham,omg joanna is freaking me   shes looked thru all my friends to find photos of me   then shes asking about stuff on my myspace which   havent even logged on in like a   
ham,wrong phone this phone   answer this one but assume the other is people   dont well
ham,dear  why you mood off   cant drive so   brother to drive
ham,ambrithmaduraimet u in arun dha marrgeremembr
spam,todays offer claim ur  worth of discount vouchers text yes to  now savamob member offers mobile t cs       unsub reply x
ham,hows that watch resizing
spam,win urgent your mobile number   been   with a  prize guaranteed call  from land line claim  valid hrs only ppm 
ham,but   dint slept in afternoon
ham,im reaching in another  stops
spam,ur cashbalance is currently     to maximize ur cashin now send go to  only pmsg cc  hgsuitelands rowwjhl
ham,hope you are having a   day
ham,no its not specialisation can work but its slave labor will look for it this month sha cos no shakara  beggar
ham,prepare to be pleasured 
ham,jay says hell put in  ltgt
spam,want a   video phone  anytime any network mins half price line rental free text for    reply or call  for free delivery
ham,well join the  ltgt  bus
spam,free entry into our  weekly comp just send the word   to  now  tc wwwtextcompcom cust care 
ham,  class where are you
ham,photoshop makes my computer shut down
ham,now u   like manky scouse boy stevelike   is travelling on da bus homewot   u inmind  recreation dis eve
spam,this message is free welcome to the    improved sex  dogging club to unsubscribe from this service reply stop msgsp  only
ham,are you the cutest girl in the world or what
ham,    getting threats from your sales executive shifad as   raised complaint against him its an official message
ham,ok   asked for money how far
ham,  my regards to him
ham,  telugu moviewat abt u
ham,haha figures well   found the piece   priscillas bowl
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Yeah whatever lol
ham,Can i get your opinion on something first?
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,I'm good. Have you registered to vote?
ham,Wat time r ÌÎ_ going to xin's hostel?
ham,Sleeping nt feeling well
ham,Yup... Ok i go home look at the timings then i msg ÌÎ_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,I'll meet you in the lobby
ham,THIS IS A LONG FUCKIN SHOWR
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,Just sleeping..and surfing
spam,URGENT We are trying to contact you Last weekends draw shows u have won a Ì´å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,S:)8 min to go for lunch:)
ham,Its sarcasm.. .nt scarcasim
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,Are you wet right now?
ham,"Sorry,  in meeting I'll call you later"
ham,Can u get pic msgs to your phone?
ham,Rats. Hey did u ever vote for the next themes?
ham,Sorry that was my uncle. I.ll keep in touch
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,R u over scratching it?
ham,Studying. But i.ll be free next weekend.
ham,That depends. How would you like to be treated? :)
ham,Noice. Text me when you're here
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,Can... I'm free...
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
ham,K..i deleted my contact that why?
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,I'm done. C ÌÎ_ there.
spam,"Loan for any purpose Ì´å£500 - Ì´å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,Hi Petey!noiÌ´Ì¥m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,Ok can...
ham,Oops. 4 got that bit.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Ì´å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
ham,How are you. Wish you a great semester
ham,"Ya, told..she was asking wats matter?"
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
spam,SMS. ac sun0819 posts HELLO:\You seem cool
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,I have to take exam with march 3
ham,I am on the way to tirupur.
ham,"Well, I was about to give up cos they all said no they didnåäÌÝÌát do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,Ya it came a while ago
ham,Nt yet chikku..simple habba..hw abt u?
ham,ÌÎÌ comin to fetch us oredi...
ham,That's the way you should stay oh.
ham,Oh you got many responsibilities.
ham,In that case I guess I'll see you at campus lodge
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,"\Im on gloucesterroad what are uup to later?\"""""
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
ham,MMM ... Fuck .... Merry Christmas to me
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,Maybe you should find something else to do instead???
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,Did you get any gift? This year i didnt get anything. So bad
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
ham,Love you aathi..love u lot..
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,"Sorry, I'll call later"
ham,What's nannys address?
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,Ya very nice. . .be ready on thursday
ham,There are many company. Tell me the language.
ham,The wine is flowing and i'm i have nevering..
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
ham,So what do you guys do.
ham,K.:)do it at evening da:)urgent:)
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,Yeah get the unlimited
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,You still coming tonight?
ham,How much u trying to get?
ham,Kent vale lor... ÌÎÌ wait 4 me there ar?
ham,But if she.s drinkin i'm ok.
ham,Do you hide anythiing or keeping distance from me
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,Still work going on:)it is very small house.
ham,That day you asked about anand number. Why:-)
ham,Webpage s not available!
ham,My sister going to earn more than me da.
ham,You are right. Meanwhile how's project twins comin up
ham,on hen night. Going with a swing
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
ham,Aiya we discuss later lar... Pick ÌÎ_ up at 4 is it?
ham,"Yun ah.the ubi one say if ÌÎ_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.ÌÎåÂn"
ham,"I'll see, but prolly yeah"
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,I'm leaving my house now...
spam,"Today's Offer! Claim ur Ì´å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Ì´å£3.00 Sub. 16 . Unsub reply X"
ham,Why nothing. Ok anyway give me treat
ham,Hope you are having a great day.
ham,Mum not going robinson already.
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
ham,Yup ok...
ham,Hi msg me:)i'm in office..
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,"Hiya, probably coming home * weekend after next"
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
ham,"How long before you get reply, just defer admission til next semester"
ham,Yeah confirmed for you staying at  that weekend
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec Ì´å£1.50ea. OTBox 731 LA1 7WS. )"
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,Pls help me tell Ashley that i cant find her number oh
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
ham,Ha ha cool cool chikku chikku:-):-DB-)
ham,Boooo you always work. Just quit.
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
ham,Oh:)as usual vijay film or its different?
ham,Hi good mornin.. Thanku wish u d same..
ham,My battery is low babe
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Ì´å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,Do you like Italian food?
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Not directly behind... Abt 4 rows behind ÌÎ_...
ham,U know we watchin at lido?
ham,Hui xin is in da lib.
ham,U attend ur driving lesson how many times a wk n which day?
ham,Please ask mummy to call father
ham,And of course you should make a stink!
ham,They just talking thats it de. They wont any other.
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,What Today-sunday..sunday is holiday..so no work..
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,.Please charge my mobile when you get up in morning.
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Carlos'll be here in a minute if you still need to buy
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
spam,A Ì´å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Ì´å£400 reward. Just call 09066380611 
ham,Ill call you evening ill some ideas.
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,Sounds great! Im going to sleep now. Have a good night!
ham,ÌÎÌ eatin later but i'm eatin wif my frens now lei... ÌÎÌ going home first? 
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,Wat time u finish ur lect today?
ham,"Sir, I am waiting for your mail."
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,"Received, understood n acted upon!"
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry åäÌÝ_ Head * ok but throat * wrecked. See you at six then!"
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,Even if he my friend he is a priest call him now
ham,Wat time do u wan 2 meet me later?
